algorithm,run,ns_per_op
SNOVA,29,474710.0
SNOVA,30,440939.0
SNOVA,31,629105.0
SNOVA,32,586709.0
SNOVA,33,670100.0
SNOVA,34,476891.0
SNOVA,35,628294.0
SNOVA,36,510454.0
SNOVA,37,605155.0
SNOVA,38,568622.0
SNOVA,39,659004.0
SNOVA,40,554658.0
SNOVA,41,877929.0
SNOVA,42,525020.0
SNOVA,43,433947.0
SNOVA,44,423259.0
SNOVA,45,561317.0
SNOVA,46,534385.0
SNOVA,47,510651.0
SNOVA,48,561021.0
SNOVA,49,465798.0
SNOVA,50,576932.0
SNOVA,51,551181.0
SNOVA,52,636400.0
SNOVA,53,855105.0
SNOVA,54,483285.0
SNOVA,55,643154.0
SNOVA,56,481042.0
SNOVA,57,575063.0
SNOVA,58,463704.0
SNOVA,59,633553.0
SNOVA,60,468109.0
SNOVA,61,561214.0
SNOVA,62,711921.0
SNOVA,63,518276.0
SNOVA,64,474504.0
SNOVA,65,492538.0
SNOVA,66,561213.0
SNOVA,67,500723.0
SNOVA,68,746184.0
SNOVA,69,450599.0
SNOVA,70,558225.0
SNOVA,71,774688.0
SNOVA,72,475183.0
SNOVA,73,484511.0
SNOVA,74,513660.0
SNOVA,75,513502.0
SNOVA,76,899267.0
SNOVA,77,661677.0
SNOVA,78,778308.0
SNOVA,79,542822.0
SNOVA,80,476002.0
SNOVA,81,466343.0
SNOVA,82,652410.0
SNOVA,83,453586.0
SNOVA,84,632005.0
SNOVA,85,485270.0
SNOVA,86,439827.0
SNOVA,87,647150.0
SNOVA,88,608467.0
SNOVA,89,539352.0
SNOVA,90,509771.0
SNOVA,91,497749.0
SNOVA,92,578275.0
SNOVA,93,424030.0
SNOVA,94,638188.0
SNOVA,95,658572.0
SNOVA,96,530171.0
SNOVA,97,531957.0
SNOVA,98,505124.0
SNOVA,99,607256.0
Falcon-1024,0,446026.0
Falcon-1024,1,475661.0
Falcon-1024,2,489804.0
Falcon-1024,3,440189.0
Falcon-1024,4,393959.0
Falcon-1024,5,593231.0
Falcon-1024,6,395690.0
Falcon-1024,7,495081.0
Falcon-1024,8,511945.0
Falcon-1024,9,664659.0
Falcon-1024,10,542116.0
Falcon-1024,11,509443.0
Falcon-1024,12,479742.0
Falcon-1024,13,472028.0
Falcon-1024,14,459790.0
Falcon-1024,15,463371.0
Falcon-1024,16,462435.0
Falcon-1024,17,481008.0
Falcon-1024,18,675064.0
Falcon-1024,19,668857.0
Falcon-1024,20,468934.0
Falcon-1024,21,462919.0
Falcon-1024,22,408499.0
Falcon-1024,23,610737.0
Falcon-1024,24,534731.0
Falcon-1024,25,740075.0
Falcon-1024,26,910308.0
Falcon-1024,27,727631.0
Falcon-1024,28,595595.0
Falcon-1024,29,471181.0
Falcon-1024,30,514694.0
Falcon-1024,31,587517.0
Falcon-1024,32,555070.0
Falcon-1024,33,526294.0
Falcon-1024,34,482625.0
Falcon-1024,35,647195.0
Falcon-1024,36,760133.0
Falcon-1024,37,587406.0
Falcon-1024,38,535244.0
Falcon-1024,39,521449.0
Falcon-1024,40,677428.0
Falcon-1024,41,499234.0
Falcon-1024,42,552906.0
Falcon-1024,43,663441.0
Falcon-1024,44,593150.0
Falcon-1024,45,673492.0
Falcon-1024,46,614551.0
Falcon-1024,47,489794.0
Falcon-1024,48,613595.0
Falcon-1024,49,823947.0
Falcon-1024,50,471076.0
Falcon-1024,51,631739.0
Falcon-1024,52,540271.0
Falcon-1024,53,609515.0
Falcon-1024,54,401659.0
Falcon-1024,55,457781.0
Falcon-1024,56,462826.0
Falcon-1024,57,553049.0
Falcon-1024,58,666256.0
Falcon-1024,59,600960.0
Falcon-1024,60,742201.0
Falcon-1024,61,627406.0
Falcon-1024,62,531048.0
Falcon-1024,63,695858.0
Falcon-1024,64,616441.0
Falcon-1024,65,456213.0
Falcon-1024,66,490865.0
Falcon-1024,67,484440.0
Falcon-1024,68,436894.0
Falcon-1024,69,523128.0
Falcon-1024,70,473403.0
Falcon-1024,71,631874.0
Falcon-1024,72,463085.0
Falcon-1024,73,588344.0
Falcon-1024,74,415250.0
Falcon-1024,75,472808.0
Falcon-1024,76,606407.0
Falcon-1024,77,422361.0
Falcon-1024,78,417144.0
Falcon-1024,79,442610.0
Falcon-1024,80,447268.0
Falcon-1024,81,463328.0
Falcon-1024,82,495240.0
Falcon-1024,83,706332.0
Falcon-1024,84,518501.0
Falcon-1024,85,481957.0
Falcon-1024,86,609190.0
Falcon-1024,87,446790.0
Falcon-1024,88,446326.0
Falcon-1024,89,616258.0
Falcon-1024,90,422309.0
Falcon-1024,91,403749.0
Falcon-1024,92,595839.0
Falcon-1024,93,455062.0
Falcon-1024,94,416986.0
Falcon-1024,95,566237.0
Falcon-1024,96,396264.0
Falcon-1024,97,475166.0
Falcon-1024,98,727643.0
Falcon-1024,99,538461.0
SLH-DSA-SHA2-128s,0,168165327.0
SLH-DSA-SHA2-128s,1,182890233.0
SLH-DSA-SHA2-128s,2,171285440.0
SLH-DSA-SHA2-128s,3,162163685.0
SLH-DSA-SHA2-128s,4,165054356.0
SLH-DSA-SHA2-128s,5,175680793.0
SLH-DSA-SHA2-128s,6,187544437.0
SLH-DSA-SHA2-128s,7,164799183.0
SLH-DSA-SHA2-128s,8,165237381.0
SLH-DSA-SHA2-128s,9,156857862.0
SLH-DSA-SHA2-128s,10,211726504.0
SLH-DSA-SHA2-128s,11,155300168.0
SLH-DSA-SHA2-128s,12,155634692.0
SLH-DSA-SHA2-128s,13,167799376.0
SLH-DSA-SHA2-128s,14,145506638.0
SLH-DSA-SHA2-128s,15,162621351.0
SLH-DSA-SHA2-128s,16,164175312.0
SLH-DSA-SHA2-128s,17,149565016.0
SLH-DSA-SHA2-128s,18,156722907.0
SLH-DSA-SHA2-128s,19,157109139.0
SLH-DSA-SHA2-128s,20,145709186.0
SLH-DSA-SHA2-128s,21,150346822.0
SLH-DSA-SHA2-128s,22,189468915.0
SLH-DSA-SHA2-128s,23,171409035.0
SLH-DSA-SHA2-128s,24,160005680.0
SLH-DSA-SHA2-128s,25,159940815.0
SLH-DSA-SHA2-128s,26,146677068.0
SLH-DSA-SHA2-128s,27,148855511.0
SLH-DSA-SHA2-128s,28,154892002.0
SLH-DSA-SHA2-128s,29,152243770.0
SLH-DSA-SHA2-128s,30,157296189.0
SLH-DSA-SHA2-128s,31,164304354.0
SLH-DSA-SHA2-128s,32,147115464.0
SLH-DSA-SHA2-128s,33,148741571.0
SLH-DSA-SHA2-128s,34,186199530.0
SLH-DSA-SHA2-128s,35,165602242.0
SLH-DSA-SHA2-128s,36,173183459.0
SLH-DSA-SHA2-128s,37,179958594.0
SLH-DSA-SHA2-128s,38,157300675.0
SLH-DSA-SHA2-128s,39,151367868.0
SLH-DSA-SHA2-128s,40,171928630.0
SLH-DSA-SHA2-128s,41,157006986.0
SLH-DSA-SHA2-128s,42,159456746.0
SLH-DSA-SHA2-128s,43,155519763.0
SLH-DSA-SHA2-128s,44,159090553.0
SLH-DSA-SHA2-128s,45,163736291.0
SLH-DSA-SHA2-128s,46,158316923.0
SLH-DSA-SHA2-128s,47,163269260.0
SLH-DSA-SHA2-128s,48,153561990.0
SLH-DSA-SHA2-128s,49,161472975.0
SLH-DSA-SHA2-128s,50,149257263.0
SLH-DSA-SHA2-128s,51,184313672.0
SLH-DSA-SHA2-128s,52,183366995.0
SLH-DSA-SHA2-128s,53,169704384.0
SLH-DSA-SHA2-128s,54,149581753.0
SLH-DSA-SHA2-128s,55,164050964.0
SLH-DSA-SHA2-128s,56,151163828.0
SLH-DSA-SHA2-128s,57,162063308.0
SLH-DSA-SHA2-128s,58,165283277.0
SLH-DSA-SHA2-128s,59,142845304.0
SLH-DSA-SHA2-128s,60,148588656.0
SLH-DSA-SHA2-128s,61,154847626.0
SLH-DSA-SHA2-128s,62,169345290.0
SLH-DSA-SHA2-128s,63,163416080.0
SLH-DSA-SHA2-128s,64,153850752.0
SLH-DSA-SHA2-128s,65,150135291.0
SLH-DSA-SHA2-128s,66,148792480.0
SLH-DSA-SHA2-128s,67,145115366.0
SLH-DSA-SHA2-128s,68,147365146.0
SLH-DSA-SHA2-128s,69,143575819.0
SLH-DSA-SHA2-128s,70,144530790.0
SLH-DSA-SHA2-128s,71,145622958.0
SLH-DSA-SHA2-128s,72,156180303.0
SLH-DSA-SHA2-128s,73,146274803.0
SLH-DSA-SHA2-128s,74,151089751.0
SLH-DSA-SHA2-128s,75,150967625.0
SLH-DSA-SHA2-128s,76,148228938.0
SLH-DSA-SHA2-128s,77,172552843.0
SLH-DSA-SHA2-128s,78,196280989.0
SLH-DSA-SHA2-128s,79,170042706.0
SLH-DSA-SHA2-128s,80,169121853.0
SLH-DSA-SHA2-128s,81,145135169.0
SLH-DSA-SHA2-128s,82,148959628.0
SLH-DSA-SHA2-128s,83,164406854.0
SLH-DSA-SHA2-128s,84,152992441.0
SLH-DSA-SHA2-128s,85,162414653.0
SLH-DSA-SHA2-128s,86,156798029.0
SLH-DSA-SHA2-128s,87,160849780.0
SLH-DSA-SHA2-128s,88,161164758.0
SLH-DSA-SHA2-128s,89,169730611.0
SLH-DSA-SHA2-128s,90,165656192.0
SLH-DSA-SHA2-128s,91,175052565.0
SLH-DSA-SHA2-128s,92,148676116.0
SLH-DSA-SHA2-128s,93,146027867.0
SLH-DSA-SHA2-128s,94,147836448.0
SLH-DSA-SHA2-128s,95,173107745.0
SLH-DSA-SHA2-128s,96,180275449.0
SLH-DSA-SHA2-128s,97,172154538.0
SLH-DSA-SHA2-128s,98,149335211.0
SLH-DSA-SHA2-128s,99,147466194.0
